thread date nviruses state counts
0 27 1 "Infected" 474
0 27 1 "Recovered" 9061
0 28 1 "Susceptible" 371
0 28 1 "Infected" 430
0 28 1 "Recovered" 9199
0 29 1 "Susceptible" 290
0 29 1 "Infected" 393
0 29 1 "Recovered" 9317
0 30 1 "Susceptible" 227
0 30 1 "Infected" 339
0 30 1 "Recovered" 9434
0 31 1 "Susceptible" 179
0 31 1 "Infected" 298
0 31 1 "Recovered" 9523
0 32 1 "Susceptible" 139
0 32 1 "Infected" 251
0 32 1 "Recovered" 9610
0 33 1 "Susceptible" 104
0 33 1 "Infected" 212
0 33 1 "Recovered" 9684
0 34 1 "Susceptible" 76
0 34 1 "Infected" 181
0 34 1 "Recovered" 9743
0 35 1 "Susceptible" 53
0 35 1 "Infected" 159
0 35 1 "Recovered" 9788
0 36 1 "Susceptible" 33
0 36 1 "Infected" 138
0 36 1 "Recovered" 9829
0 37 1 "Susceptible" 18
0 37 1 "Infected" 112
0 37 1 "Recovered" 9870
0 38 1 "Susceptible" 10
0 38 1 "Infected" 83
0 38 1 "Recovered" 9907
0 39 1 "Susceptible" 6
0 39 1 "Infected" 59
0 39 1 "Recovered" 9935
0 40 1 "Susceptible" 2
0 40 1 "Infected" 40
0 40 1 "Recovered" 9958
0 41 1 "Susceptible" 0
0 41 1 "Infected" 29
0 41 1 "Recovered" 9971
0 42 1 "Susceptible" 0
0 42 1 "Infected" 23
0 42 1 "Recovered" 9977
0 43 1 "Susceptible" 0
0 43 1 "Infected" 16
0 43 1 "Recovered" 9984
0 44 1 "Susceptible" 0
0 44 1 "Infected" 11
0 44 1 "Recovered" 9989
0 45 1 "Susceptible" 0
0 45 1 "Infected" 9
0 45 1 "Recovered" 9991
0 46 1 "Susceptible" 0
0 46 1 "Infected" 7
0 46 1 "Recovered" 9993
0 47 1 "Susceptible" 0
0 47 1 "Infected" 4
0 47 1 "Recovered" 9996
0 48 1 "Susceptible" 0
0 48 1 "Infected" 1
0 48 1 "Recovered" 9999
0 49 1 "Susceptible" 0
0 49 1 "Infected" 0
0 49 1 "Recovered" 10000
0 50 1 "Susceptible" 0
0 50 1 "Infected" 0
0 50 1 "Recovered" 10000
0 51 1 "Susceptible" 0
0 51 1 "Infected" 0
0 51 1 "Recovered" 10000
0 52 1 "Susceptible" 0
0 52 1 "Infected" 0
0 52 1 "Recovered" 10000
0 53 1 "Susceptible" 0
0 53 1 "Infected" 0
0 53 1 "Recovered" 10000
0 54 1 "Susceptible" 0
0 54 1 "Infected" 0
0 54 1 "Recovered" 10000
0 55 1 "Susceptible" 0
0 55 1 "Infected" 0
0 55 1 "Recovered" 10000
0 56 1 "Susceptible" 0
0 56 1 "Infected" 0
0 56 1 "Recovered" 10000
0 57 1 "Susceptible" 0
0 57 1 "Infected" 0
0 57 1 "Recovered" 10000
0 58 1 "Susceptible" 0
0 58 1 "Infected" 0
0 58 1 "Recovered" 10000
0 59 1 "Susceptible" 0
0 59 1 "Infected" 0
0 59 1 "Recovered" 10000
0 60 1 "Susceptible" 0
0 60 1 "Infected" 0
0 60 1 "Recovered" 10000
0 61 1 "Susceptible" 0
0 61 1 "Infected" 0
0 61 1 "Recovered" 10000
0 62 1 "Susceptible" 0
0 62 1 "Infected" 0
0 62 1 "Recovered" 10000
0 63 1 "Susceptible" 0
0 63 1 "Infected" 0
0 63 1 "Recovered" 10000
0 64 1 "Susceptible" 0
0 64 1 "Infected" 0
0 64 1 "Recovered" 10000
0 65 1 "Susceptible" 0
0 65 1 "Infected" 0
0 65 1 "Recovered" 10000
0 66 1 "Susceptible" 0
0 66 1 "Infected" 0
0 66 1 "Recovered" 10000
0 67 1 "Susceptible" 0
0 67 1 "Infected" 0
0 67 1 "Recovered" 10000
0 68 1 "Susceptible" 0
0 68 1 "Infected" 0
0 68 1 "Recovered" 10000
0 69 1 "Susceptible" 0
0 69 1 "Infected" 0
0 69 1 "Recovered" 10000
0 70 1 "Susceptible" 0
0 70 1 "Infected" 0
0 70 1 "Recovered" 10000
0 71 1 "Susceptible" 0
0 71 1 "Infected" 0
0 71 1 "Recovered" 10000
0 72 1 "Susceptible" 0
0 72 1 "Infected" 0
0 72 1 "Recovered" 10000
0 73 1 "Susceptible" 0
0 73 1 "Infected" 0
0 73 1 "Recovered" 10000
0 74 1 "Susceptible" 0
0 74 1 "Infected" 0
0 74 1 "Recovered" 10000
0 75 1 "Susceptible" 0
0 75 1 "Infected" 0
0 75 1 "Recovered" 10000
0 76 1 "Susceptible" 0
0 76 1 "Infected" 0
0 76 1 "Recovered" 10000
0 77 1 "Susceptible" 0
0 77 1 "Infected" 0
0 77 1 "Recovered" 10000
0 78 1 "Susceptible" 0
0 78 1 "Infected" 0
0 78 1 "Recovered" 10000
0 79 1 "Susceptible" 0
0 79 1 "Infected" 0
0 79 1 "Recovered" 10000
0 80 1 "Susceptible" 0
0 80 1 "Infected" 0
0 80 1 "Recovered" 10000
0 81 1 "Susceptible" 0
0 81 1 "Infected" 0
0 81 1 "Recovered" 10000
0 82 1 "Susceptible" 0
0 82 1 "Infected" 0
0 82 1 "Recovered" 10000
0 83 1 "Susceptible" 0
0 83 1 "Infected" 0
0 83 1 "Recovered" 10000
0 84 1 "Susceptible" 0
0 84 1 "Infected" 0
0 84 1 "Recovered" 10000
0 85 1 "Susceptible" 0
0 85 1 "Infected" 0
0 85 1 "Recovered" 10000
0 86 1 "Susceptible" 0
0 86 1 "Infected" 0
0 86 1 "Recovered" 10000
0 87 1 "Susceptible" 0
0 87 1 "Infected" 0
0 87 1 "Recovered" 10000
0 88 1 "Susceptible" 0
0 88 1 "Infected" 0
0 88 1 "Recovered" 10000
0 89 1 "Susceptible" 0
0 89 1 "Infected" 0
0 89 1 "Recovered" 10000
0 90 1 "Susceptible" 0
0 90 1 "Infected" 0
0 90 1 "Recovered" 10000
0 91 1 "Susceptible" 0
0 91 1 "Infected" 0
0 91 1 "Recovered" 10000
0 92 1 "Susceptible" 0
0 92 1 "Infected" 0
0 92 1 "Recovered" 10000
0 93 1 "Susceptible" 0
0 93 1 "Infected" 0
0 93 1 "Recovered" 10000
0 94 1 "Susceptible" 0
0 94 1 "Infected" 0
0 94 1 "Recovered" 10000
0 95 1 "Susceptible" 0
0 95 1 "Infected" 0
0 95 1 "Recovered" 10000
0 96 1 "Susceptible" 0
0 96 1 "Infected" 0
0 96 1 "Recovered" 10000
0 97 1 "Susceptible" 0
0 97 1 "Infected" 0
0 97 1 "Recovered" 10000
0 98 1 "Susceptible" 0
0 98 1 "Infected" 0
0 98 1 "Recovered" 10000
0 99 1 "Susceptible" 0
0 99 1 "Infected" 0
0 99 1 "Recovered" 10000
0 100 1 "Susceptible" 0
0 100 1 "Infected" 0
0 100 1 "Recovered" 10000
